reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
4bf715bb-c9c0-4d81-8e2c-3791fe34ca9b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,39.8.4,2025-05-14 06:56:52,,,39.8.4
abbd86af-67c3-4c26-965c-f4b001554ae5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,personal,1,0,,2025-05-14 03:01:16,,,
b0f98638-ea55-40ba-acf5-9c10677d5860,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ok,4,0,,2025-05-14 00:18:30,,,
ac829602-f43b-4ddd-926d-a6e30345c148,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ya itu harus profesional,5,0,,2025-05-13 23:03:42,,,
48f6e86e-cdf0-436f-bb25-2cf9c60dd450,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,,2025-05-13 11:17:58,,,
0004e07c-5d16-45cf-b208-c0af603ed645,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,,2025-05-12 14:42:38,,,
01118c0e-b68f-4159-9ecc-a03ddd4ccba0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren,5,0,39.8.3,2025-05-11 21:40:58,,,39.8.3
4248b99f-3dd7-4a3e-8205-d8009cd84474,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kren banget,5,0,39.7.3,2025-05-11 14:15:27,,,39.7.3
905a5e59-1527-4b10-b87e-917090f9cfbd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplicasi ini sangat bagus,5,0,,2025-05-11 09:22:06,,,
f0a821ed-ea69-47c0-809e-283c1998d792,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,awesome,5,0,,2025-05-11 02:24:03,,,
f71278ca-fa3c-4cea-bd46-62d73bdefb24,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya suka aplikasi ini karena juga membikin konten🥰🙏🏼🙏🏼,5,0,,2025-05-11 01:28:19,,,
057c3813-2133-456a-9e5a-1b3733b7da05,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok Bagus...,5,0,,2025-05-10 18:20:16,,,
05329934-19e6-4ad0-854f-22682a3e4a31,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Knapa yaa... setiap hari tiktok ini macet dan harus dihapus dan setiap hari harus download lagi ?,3,0,,2025-05-10 11:32:11,,,
245ceaa9-79a0-4d87-8905-bff4a4ad0ac2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya suka😻😻,5,0,38.8.3,2025-05-10 09:49:44,,,38.8.3
e1fcd861-65fa-4c0e-80b5-cc1cbdd9d367,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apk nyah si bgus tpi suka ngelag kadang kadang pdahal hp nya aman aja malah msi baru tolong dong tiktok perbaiki,4,0,,2025-05-10 08:04:45,,,
3a7d5c82-0e89-4daa-969e-908bdc7b06f4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Untuk mempelajari menjadi Fyp konten kreator d tiktok sangat belum bisa,5,1,39.7.3,2025-05-10 06:52:53,,,39.7.3
7d571508-a84c-46dc-b084-78c99b1106a0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu,5,0,39.7.3,2025-05-10 01:34:10,,,39.7.3
f09e8ead-738d-480d-97ba-2c72df7c7104,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,semoga terhibur kita semuah hiburran kita di tiktok,5,0,39.7.3,2025-05-09 18:13:34,,,39.7.3
60f6f544-261a-464c-814b-2f7b611c3d58,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya suka banget sama tiktok makasih untuk orang yang buat tiktok 🤗🤗,5,0,,2025-05-09 10:40:27,,,
09e3b198-a5b9-41a9-89f7-2356117b018c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini aplikasi pokonya the best La yang bilang aplikasi tik tok Lemot ngeleg Loading nya Lama La apalah itu berarti koneksi Lu aja yang burik dan hp Lo yang Lemot Ganti hp woiii😁🙏🏽,5,0,,2025-05-09 09:54:39,,,
9fc208c7-10f4-4579-8f3b-587a49cd016e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus banget buat nonton aktifitas pokonya serulahhh,5,0,,2025-05-08 22:18:35,,,
4fa4835f-860b-41d0-8ee7-29c99bd4445c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,terbaik,5,0,39.6.3,2025-05-08 20:36:10,,,39.6.3
d2966b85-9baa-440e-9a39-feb4ba4432f1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👌,5,0,,2025-05-08 19:17:48,,,
c6ba3f48-4cd4-44b7-b94f-1bdf3988f785,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ngeleg suka gabisa di buka terus padahal memori ga penuh,1,0,,2025-05-08 11:56:28,,,
f20eadb7-8288-4629-bc94-2682e2caf4a0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,,2025-05-08 02:35:12,,,
62a57b01-7396-4f6f-ab99-2d888d3604d2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget,5,0,,2025-05-07 10:54:00,,,
8770eb16-1d58-4461-b538-1195c673e5ba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi nia sangatt baguss,5,0,34.5.5,2025-05-07 10:42:10,,,34.5.5
6c1122c3-7743-4795-b275-cc907bc167a1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ok,5,0,37.6.3,2025-05-07 10:37:26,,,37.6.3
66d13c1b-29f3-40a4-b37e-d2ff642b4ed8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget,5,0,39.7.3,2025-05-07 10:32:59,,,39.7.3
f5c80339-740a-4014-a159-6866a84637a2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kenapa si kamera,aneh,pas gue mau maen tiktok,tiba² lemot,terus gambar merah",1,3,39.7.3,2025-05-07 08:45:05,,,39.7.3
4a4060a7-5859-4d03-ba3b-bb27c239cc3f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kalo kita sepi kita bisa bikin tiktok😄😄,5,2,39.7.3,2025-05-07 07:35:23,,,39.7.3
